url_len,host_len,path_len,n_dot,n_hyphen,n_us,n_slash,n_q,n_eq,n_at,n_amp,n_pct,n_dig,dig_ratio,n_spec,spec_ratio,has_ip,is_https,n_subdom,has_at,tld_len,longest_token,phishing
22,6,8,1,0,0,3,0,0,0,0,0,1,0.045454545454545456,5,0.22727272727272727,0,1,0,0,2,7,1
44,23,13,2,0,0,5,0,0,0,0,0,0,0.0,8,0.18181818181818182,0,1,1,0,3,15,0
26,17,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.23076923076923078,0,1,1,0,3,9,0
56,22,26,4,3,0,3,0,0,0,0,0,4,0.07142857142857142,11,0.19642857142857142,0,1,1,0,2,7,1
75,28,39,4,1,0,4,0,1,0,0,0,21,0.28,11,0.14666666666666667,0,1,2,0,2,23,1
76,28,40,4,1,0,4,0,1,0,0,0,24,0.3157894736842105,11,0.14473684210526316,0,1,2,0,2,24,1
58,18,33,2,0,0,3,0,0,0,0,0,21,0.3620689655172414,6,0.10344827586206896,0,0,1,0,2,32,1
25,15,2,1,1,0,3,0,0,0,0,0,4,0.16,6,0.24,0,1,0,0,3,6,1
55,18,29,4,0,1,4,0,0,0,0,0,0,0.0,10,0.18181818181818182,0,1,2,0,2,14,0
221,39,20,6,0,0,7,1,1,0,0,0,39,0.17647058823529413,16,0.07239819004524888,1,0,5,0,3,150,1
175,35,133,3,0,0,9,0,0,0,0,0,63,0.36,13,0.07428571428571429,0,0,2,0,2,96,1
108,28,10,3,2,0,3,1,3,0,1,0,20,0.18518518518518517,15,0.1388888888888889,0,1,1,0,3,20,1
38,21,9,2,0,0,4,0,0,0,0,0,0,0.0,7,0.18421052631578946,0,1,1,0,3,13,0
59,22,29,2,0,2,5,0,0,0,0,0,0,0.0,10,0.1694915254237288,0,1,1,0,3,14,0
59,12,39,2,3,0,5,0,0,0,0,0,0,0.0,11,0.1864406779661017,0,1,1,0,3,8,0
480,34,59,3,13,4,7,1,5,0,4,0,88,0.18333333333333332,44,0.09166666666666666,0,0,1,0,3,202,1
33,13,12,3,0,0,4,0,0,0,0,0,0,0.0,8,0.24242424242424243,0,1,2,0,2,10,0
37,18,11,2,1,0,4,0,0,0,0,0,0,0.0,8,0.21621621621621623,0,1,1,0,3,10,0
61,11,42,3,1,1,7,0,0,0,0,0,0,0.0,13,0.21311475409836064,0,1,1,0,2,8,0
47,29,10,3,2,0,3,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,1,1,0,3,8,1
37,16,13,2,1,0,5,0,0,0,0,0,0,0.0,9,0.24324324324324326,0,1,1,0,3,8,0
53,14,12,2,0,0,3,1,1,0,0,0,4,0.07547169811320754,8,0.1509433962264151,0,1,1,0,4,11,1
60,29,23,1,0,0,5,0,0,0,0,0,4,0.06666666666666667,7,0.11666666666666667,0,1,0,0,2,26,1
75,28,39,4,1,0,4,0,1,0,0,0,21,0.28,11,0.14666666666666667,0,1,2,0,2,23,1
41,21,12,2,0,0,4,0,0,0,0,0,0,0.0,7,0.17073170731707318,0,1,1,0,3,13,0
57,15,34,2,1,0,4,0,0,0,0,0,0,0.0,8,0.14035087719298245,0,1,1,0,3,14,0
34,13,13,3,0,0,4,0,0,0,0,0,0,0.0,8,0.23529411764705882,0,1,1,0,3,5,0
34,25,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.17647058823529413,0,1,1,0,3,17,0
60,21,32,2,0,0,4,0,0,0,0,0,17,0.2833333333333333,7,0.11666666666666667,0,0,1,0,2,30,1
1068,25,9,3,38,1,4,1,1,0,0,0,204,0.19101123595505617,49,0.04588014981273408,0,1,2,0,3,84,1
46,24,14,2,1,0,4,0,0,0,0,0,9,0.1956521739130435,8,0.17391304347826086,0,1,1,0,3,10,1
40,22,10,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15,0,1,1,0,3,14,0
21,12,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2857142857142857,0,1,1,0,3,5,0
39,23,8,4,0,0,4,0,0,0,0,0,3,0.07692307692307693,9,0.23076923076923078,0,1,3,0,2,6,1
58,31,19,2,0,0,4,0,0,0,0,0,2,0.034482758620689655,7,0.1206896551724138,0,1,1,0,3,23,0
24,16,1,1,0,0,3,0,0,0,0,0,0,0.0,5,0.20833333333333334,0,0,0,0,3,12,1
206,15,25,3,0,1,6,1,3,0,2,0,80,0.3883495145631068,17,0.0825242718446602,0,1,1,0,2,64,1
38,6,8,1,0,1,3,1,0,0,0,0,1,0.02631578947368421,7,0.18421052631578946,0,1,0,0,2,8,1
63,24,31,2,0,0,6,0,0,0,0,0,3,0.047619047619047616,9,0.14285714285714285,0,1,1,0,3,15,1
31,13,10,2,0,0,4,0,0,0,0,0,0,0.0,7,0.22580645161290322,0,1,1,0,2,8,0
60,17,35,2,3,0,4,0,0,0,0,0,0,0.0,10,0.16666666666666666,0,1,1,0,3,11,0
45,15,22,2,2,0,5,0,0,0,0,0,0,0.0,10,0.2222222222222222,0,1,1,0,3,7,0
143,8,95,2,0,0,5,1,1,1,0,0,28,0.1958041958041958,11,0.07692307692307693,0,1,0,1,2,89,1
64,27,30,2,1,0,7,0,0,0,0,0,2,0.03125,11,0.171875,0,0,1,0,3,19,1
38,23,7,1,0,0,4,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,1,0,0,3,19,1
36,20,9,2,0,0,5,0,0,0,0,0,0,0.0,8,0.2222222222222222,0,0,1,0,2,14,1
103,16,79,3,8,0,6,0,0,0,0,0,4,0.038834951456310676,18,0.17475728155339806,0,1,1,0,3,14,0
49,23,18,2,1,0,4,0,0,0,0,0,0,0.0,8,0.16326530612244897,0,1,1,0,3,15,0
96,29,59,3,6,0,3,0,0,0,0,0,0,0.0,13,0.13541666666666666,0,1,1,0,3,21,0
34,17,9,2,0,0,4,0,0,0,0,0,0,0.0,7,0.20588235294117646,0,1,1,0,2,10,0
71,28,35,4,1,0,4,0,1,0,0,0,17,0.23943661971830985,11,0.15492957746478872,0,1,2,0,2,19,1
40,17,16,2,1,0,3,0,0,0,0,0,0,0.0,7,0.175,0,0,0,0,2,10,1
42,13,21,3,1,0,4,0,0,0,0,0,0,0.0,9,0.21428571428571427,0,1,1,0,3,7,0
66,27,31,2,2,0,4,0,0,0,0,0,0,0.0,9,0.13636363636363635,0,1,1,0,3,19,0
101,16,36,2,0,0,4,1,1,0,0,0,27,0.26732673267326734,9,0.0891089108910891,0,1,1,0,2,36,1
75,21,21,2,0,1,5,1,2,0,1,0,2,0.02666666666666667,14,0.18666666666666668,0,1,0,0,3,17,1
43,9,10,1,0,1,3,1,1,0,0,0,2,0.046511627906976744,8,0.18604651162790697,0,1,0,0,2,8,1
70,25,37,2,5,0,3,0,0,0,0,0,0,0.0,11,0.15714285714285714,0,1,1,0,3,17,0
132,20,104,2,1,1,7,0,0,0,0,0,4,0.030303030303030304,12,0.09090909090909091,0,1,1,0,3,34,1
57,16,33,3,1,0,4,0,0,0,0,0,0,0.0,9,0.15789473684210525,0,1,1,0,3,10,0
22,8,6,1,0,0,3,0,0,0,0,0,3,0.13636363636363635,5,0.22727272727272727,0,1,0,0,2,5,1
40,26,6,1,0,0,3,0,0,0,0,0,2,0.05,5,0.125,0,1,0,0,3,22,1
37,22,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.16216216216216217,0,1,0,0,3,18,1
43,34,1,4,1,0,3,0,0,0,0,0,0,0.0,9,0.20930232558139536,0,1,3,0,2,12,1
40,11,21,2,1,0,5,0,0,0,0,0,0,0.0,9,0.225,0,1,1,0,2,9,0
52,39,5,2,4,0,4,0,0,0,0,0,4,0.07692307692307693,11,0.21153846153846154,0,1,1,0,2,8,1
29,13,8,2,0,0,4,0,0,0,0,0,0,0.0,7,0.2413793103448276,0,1,1,0,3,6,0
93,30,13,3,1,0,3,1,1,0,0,0,20,0.21505376344086022,10,0.10752688172043011,0,0,1,0,2,32,1
45,25,12,3,0,0,3,0,0,0,0,0,0,0.0,7,0.15555555555555556,0,1,1,0,3,17,0
31,22,1,4,0,0,3,0,0,0,0,0,0,0.0,8,0.25806451612903225,0,1,3,0,3,6,1
49,24,17,2,1,0,3,0,0,0,0,0,0,0.0,7,0.14285714285714285,0,1,1,0,3,16,0
100,25,21,3,7,0,5,1,1,0,0,0,5,0.05,18,0.18,0,1,1,0,6,10,1
23,14,1,2,0,0,3,0,0,0,0,0,1,0.043478260869565216,6,0.2608695652173913,0,1,1,0,3,6,0
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,3,6,0
27,12,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,3,6,0
36,27,1,3,1,0,3,0,0,0,0,0,0,0.0,8,0.2222222222222222,0,1,2,0,2,9,0
83,24,11,2,2,0,3,1,2,0,2,0,0,0.0,16,0.1927710843373494,0,1,0,0,3,10,1
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,3,6,0
68,20,40,3,1,2,6,0,0,0,0,0,0,0.0,13,0.19117647058823528,0,1,1,0,2,9,0
51,22,21,2,2,0,5,0,0,0,0,0,0,0.0,10,0.19607843137254902,0,1,1,0,3,9,0
42,22,12,3,0,0,3,0,0,0,0,0,0,0.0,7,0.16666666666666666,0,1,2,0,2,11,0
55,12,35,2,1,0,6,0,0,0,0,0,0,0.0,10,0.18181818181818182,0,1,0,0,3,14,1
21,12,1,1,0,0,3,0,0,0,0,0,2,0.09523809523809523,5,0.23809523809523808,0,1,0,0,2,9,1
37,19,10,1,0,0,4,0,0,0,0,0,0,0.0,6,0.16216216216216217,0,1,0,0,2,16,1
34,15,12,1,0,0,4,0,0,0,0,0,4,0.11764705882352941,6,0.17647058823529413,0,0,0,0,3,11,1
27,13,6,2,1,0,3,0,0,0,0,0,2,0.07407407407407407,7,0.25925925925925924,0,1,1,0,3,5,1
50,34,8,8,1,0,3,0,0,0,0,0,0,0.0,13,0.26,0,1,1,0,3,11,1
51,22,21,2,1,0,3,0,0,0,0,0,0,0.0,7,0.13725490196078433,0,1,1,0,3,14,0
71,15,48,2,4,0,4,0,0,0,0,0,0,0.0,11,0.15492957746478872,0,1,1,0,3,9,0
36,16,12,3,0,0,3,0,0,0,0,0,3,0.08333333333333333,7,0.19444444444444445,0,1,1,0,3,8,0
318,10,58,14,1,0,10,2,8,0,10,0,66,0.20754716981132076,56,0.1761006289308176,0,0,0,0,2,26,1
52,26,18,2,1,0,3,0,0,0,0,0,0,0.0,7,0.1346153846153846,0,1,1,0,3,17,0
302,28,55,3,9,4,8,1,6,0,4,0,82,0.271523178807947,39,0.1291390728476821,0,1,1,0,3,33,1
82,73,1,4,2,0,3,0,0,0,0,0,35,0.4268292682926829,10,0.12195121951219512,0,1,3,0,3,32,1
54,20,26,3,3,0,4,0,0,0,0,0,0,0.0,11,0.2037037037037037,0,1,2,0,2,9,0
51,19,24,2,2,0,4,0,0,0,0,0,0,0.0,9,0.17647058823529413,0,1,1,0,3,11,0
71,30,33,2,0,0,8,0,0,0,0,0,0,0.0,11,0.15492957746478872,0,1,0,0,3,26,1
47,14,26,1,0,0,6,0,0,0,0,0,3,0.06382978723404255,8,0.1702127659574468,0,0,0,0,3,10,1
43,25,11,3,0,0,3,0,0,0,0,0,1,0.023255813953488372,7,0.16279069767441862,0,0,1,0,4,11,1
82,18,56,1,6,0,5,0,0,0,0,0,11,0.13414634146341464,13,0.15853658536585366,0,1,0,0,3,14,0
34,25,1,1,0,0,3,0,0,0,0,0,0,0.0,5,0.14705882352941177,0,1,0,0,3,21,1
36,22,6,2,0,0,3,0,0,0,0,0,0,0.0,6,0.16666666666666666,0,1,1,0,3,14,0
105,11,86,1,0,0,8,0,0,0,0,0,59,0.5619047619047619,10,0.09523809523809523,0,1,0,0,3,48,0
46,20,18,2,0,0,5,0,0,0,0,0,0,0.0,8,0.17391304347826086,0,1,0,0,3,16,1
52,26,18,3,1,0,5,0,0,0,0,0,2,0.038461538461538464,10,0.19230769230769232,0,1,1,0,2,20,1
156,16,26,2,2,0,7,1,3,0,1,0,4,0.02564102564102564,18,0.11538461538461539,0,0,0,0,3,24,1
26,12,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.2692307692307692,0,1,1,0,2,5,0
275,20,82,3,1,1,9,1,3,0,2,0,101,0.36727272727272725,23,0.08363636363636363,0,0,1,0,2,64,1
39,13,18,2,1,0,6,0,0,0,0,0,0,0.0,10,0.2564102564102564,0,1,1,0,3,5,0
56,24,24,4,1,0,4,0,0,0,0,0,3,0.05357142857142857,10,0.17857142857142858,0,1,2,0,2,14,1
38,17,14,1,0,0,4,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,0,0,0,3,13,1
27,13,7,1,0,0,3,0,0,0,0,0,0,0.0,5,0.18518518518518517,0,0,0,0,3,9,1
29,16,5,2,0,0,4,0,0,0,0,0,0,0.0,7,0.2413793103448276,0,1,1,0,3,8,0
95,31,13,3,1,0,3,1,1,0,0,0,22,0.23157894736842105,10,0.10526315789473684,0,1,1,0,2,32,1
46,16,22,2,2,0,3,0,0,0,0,0,0,0.0,8,0.17391304347826086,0,1,1,0,3,9,0
484,37,58,3,13,3,7,1,5,0,4,0,107,0.22107438016528927,43,0.08884297520661157,0,0,1,0,3,204,1
43,17,19,2,1,0,4,0,0,0,0,0,0,0.0,8,0.18604651162790697,0,0,1,0,3,9,0
20,7,5,1,0,0,3,0,0,0,0,0,1,0.05,5,0.25,0,1,0,0,2,5,1
116,19,89,3,12,0,4,0,0,0,0,0,5,0.04310344827586207,20,0.1724137931034483,0,1,1,0,2,12,0
54,22,24,2,0,1,5,0,0,0,0,0,0,0.0,9,0.16666666666666666,0,1,1,0,3,14,0
47,24,15,3,0,0,4,0,0,0,0,0,0,0.0,8,0.1702127659574468,0,1,1,0,3,16,1
38,22,8,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,1,1,0,2,15,0
63,18,37,2,3,0,4,0,0,0,0,0,0,0.0,10,0.15873015873015872,0,1,1,0,2,11,0
44,14,22,2,0,0,4,0,0,0,0,0,0,0.0,7,0.1590909090909091,0,1,1,0,3,10,0
69,14,26,3,2,0,4,0,0,1,0,0,5,0.07246376811594203,12,0.17391304347826086,0,0,1,1,3,11,1
40,23,9,4,1,0,3,0,0,0,0,0,6,0.15,9,0.225,0,1,2,0,2,6,1
90,30,4,2,0,0,4,1,1,0,0,0,21,0.23333333333333334,9,0.1,0,1,1,0,3,43,1
42,19,15,2,1,0,3,0,0,0,0,0,8,0.19047619047619047,7,0.16666666666666666,0,1,1,0,2,14,1
27,13,7,3,0,0,3,0,0,0,0,0,10,0.37037037037037035,7,0.25925925925925924,1,0,2,0,3,6,1
125,12,50,4,2,0,9,9,0,0,0,0,26,0.208,27,0.216,0,0,0,0,3,40,1
75,17,11,2,1,0,3,1,2,0,2,0,4,0.05333333333333334,15,0.2,0,0,0,0,3,10,1
32,23,1,1,2,0,3,0,0,0,0,0,0,0.0,7,0.21875,0,1,0,0,3,7,1
44,14,22,2,1,0,5,0,0,0,0,0,0,0.0,9,0.20454545454545456,0,1,1,0,2,7,0
55,10,37,2,1,0,7,0,0,0,0,0,0,0.0,11,0.2,0,1,0,0,3,9,1
84,22,55,2,0,0,9,0,0,0,0,0,13,0.15476190476190477,12,0.14285714285714285,0,0,1,0,3,20,1
51,28,15,2,1,0,3,0,0,0,0,0,0,0.0,7,0.13725490196078433,0,1,1,0,3,16,1
40,17,15,4,1,0,3,0,0,0,0,0,0,0.0,9,0.225,0,1,2,0,2,6,0
84,11,45,4,2,2,7,2,0,0,0,0,12,0.14285714285714285,18,0.21428571428571427,0,1,1,0,2,8,0
74,22,44,2,4,0,4,0,0,0,0,0,0,0.0,11,0.14864864864864866,0,1,1,0,3,14,0
74,13,53,1,0,0,9,0,1,0,0,0,0,0.0,12,0.16216216216216217,0,1,0,0,3,16,1
44,13,10,3,0,0,4,13,0,0,0,0,0,0.0,21,0.4772727272727273,0,1,2,0,2,8,0
31,16,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1935483870967742,0,1,1,0,3,8,0
39,24,7,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15384615384615385,0,1,1,0,3,16,0
31,9,15,1,1,0,4,0,0,0,0,0,0,0.0,7,0.22580645161290322,0,0,0,0,2,6,1
201,16,24,2,0,1,5,1,3,0,2,0,58,0.2885572139303483,17,0.0845771144278607,0,1,0,0,2,64,1
67,22,20,2,1,0,4,1,1,0,0,0,3,0.04477611940298507,10,0.14925373134328357,0,1,0,0,3,18,1
219,15,65,2,3,5,4,1,4,0,3,0,45,0.2054794520547945,23,0.1050228310502283,0,1,1,0,3,64,1
29,17,4,1,0,0,4,0,0,0,0,0,0,0.0,6,0.20689655172413793,0,1,0,0,3,13,1
42,33,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.14285714285714285,0,1,1,0,3,25,0
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,3,6,0
34,20,6,3,0,0,3,0,0,0,0,0,0,0.0,7,0.20588235294117646,0,1,2,0,3,9,0
31,23,1,2,1,0,3,0,0,0,0,0,6,0.1935483870967742,7,0.22580645161290322,0,0,1,0,3,7,1
47,23,17,2,1,0,5,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,0,1,0,4,8,1
30,21,1,2,1,0,3,0,0,0,0,0,0,0.0,7,0.23333333333333334,0,1,1,0,2,7,0
28,14,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.25,0,1,1,0,3,6,0
27,18,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,3,10,0
53,10,35,2,2,0,5,0,0,0,0,0,0,0.0,10,0.18867924528301888,0,1,0,0,3,10,1
35,26,1,5,0,0,3,0,0,0,0,0,2,0.05714285714285714,9,0.2571428571428571,0,1,4,0,2,6,1
47,22,17,2,1,0,4,0,0,0,0,0,9,0.19148936170212766,8,0.1702127659574468,0,1,1,0,3,11,1
18,4,6,1,0,0,3,0,0,0,0,0,0,0.0,5,0.2777777777777778,0,1,0,0,2,5,1
33,17,8,2,1,0,3,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,1,0,3,9,0
92,24,21,3,0,0,4,1,2,0,2,0,0,0.0,16,0.17391304347826086,0,0,1,0,7,12,1
49,22,19,2,1,0,4,0,0,0,0,0,0,0.0,8,0.16326530612244897,0,1,1,0,3,14,0
25,16,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.24,0,1,1,0,3,8,0
100,38,13,4,1,0,3,1,1,0,0,0,21,0.21,11,0.11,0,0,2,0,3,32,1
43,16,20,3,1,0,5,0,0,0,0,0,3,0.06976744186046512,10,0.23255813953488372,0,0,2,0,2,10,0
40,20,12,2,0,0,4,0,0,0,0,0,0,0.0,7,0.175,0,1,1,0,3,12,0
32,16,8,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1875,0,1,1,0,3,8,1
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,3,5,0
75,10,57,1,0,1,8,0,0,0,0,0,0,0.0,11,0.14666666666666667,0,1,0,0,2,14,1
22,13,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2727272727272727,0,1,1,0,2,6,0
45,13,24,3,2,0,3,0,0,0,0,0,0,0.0,9,0.2,0,1,1,0,3,9,0
136,15,16,4,2,0,9,2,2,0,1,0,7,0.051470588235294115,21,0.15441176470588236,0,1,1,0,3,37,1
66,10,48,4,0,0,6,0,0,0,0,0,2,0.030303030303030304,11,0.16666666666666666,0,1,0,0,3,9,1
33,16,9,2,1,0,4,0,0,0,0,0,6,0.18181818181818182,8,0.24242424242424243,0,1,1,0,3,8,0
60,27,25,3,0,0,4,0,0,0,0,0,0,0.0,8,0.13333333333333333,0,1,1,0,3,19,0
64,17,39,1,1,0,6,0,0,0,0,0,0,0.0,9,0.140625,0,1,0,0,3,13,1
43,23,13,3,0,1,4,0,0,0,0,0,0,0.0,9,0.20930232558139536,0,0,1,0,2,17,1
51,17,26,3,0,0,4,0,0,0,0,0,0,0.0,8,0.1568627450980392,0,1,1,0,3,17,0
44,21,15,3,0,0,4,0,0,0,0,0,0,0.0,8,0.18181818181818182,0,1,1,0,2,14,0
41,23,10,2,0,0,5,0,0,0,0,0,0,0.0,8,0.1951219512195122,0,1,1,0,3,15,1
47,25,14,2,0,0,5,0,0,0,0,0,3,0.06382978723404255,8,0.1702127659574468,0,1,1,0,3,13,1
37,20,9,2,0,0,4,0,0,0,0,0,0,0.0,7,0.1891891891891892,0,1,1,0,2,13,0
127,16,27,2,1,0,5,1,3,0,2,0,31,0.2440944881889764,17,0.13385826771653545,0,1,0,0,3,32,1
102,26,9,2,2,0,3,1,2,0,2,0,22,0.21568627450980393,13,0.12745098039215685,0,1,0,0,3,32,1
23,14,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2608695652173913,0,1,1,0,2,7,0
43,16,20,2,2,0,3,0,0,0,0,0,0,0.0,8,0.18604651162790697,0,0,1,0,3,8,0
21,8,6,1,0,0,3,0,0,0,0,0,3,0.14285714285714285,5,0.23809523809523808,0,0,0,0,2,5,1
44,17,19,2,1,0,3,0,0,0,0,0,0,0.0,7,0.1590909090909091,0,1,1,0,3,10,0
38,29,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,1,1,0,3,21,0
50,19,23,3,0,0,4,0,0,0,0,0,0,0.0,8,0.16,0,1,1,0,3,11,0
47,22,17,2,2,0,4,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,1,0,0,3,8,1
21,7,7,1,0,0,4,0,0,0,0,0,5,0.23809523809523808,6,0.2857142857142857,0,0,0,0,2,5,1
95,31,13,3,1,0,3,1,1,0,0,0,23,0.24210526315789474,10,0.10526315789473684,0,1,1,0,2,32,1
61,32,22,4,1,0,5,0,0,0,0,0,0,0.0,11,0.18032786885245902,0,0,1,0,3,10,1
276,29,49,2,1,2,5,1,2,0,2,0,120,0.43478260869565216,18,0.06521739130434782,0,0,1,0,2,64,1
40,27,6,1,0,0,3,0,0,0,0,0,0,0.0,5,0.125,0,0,0,0,3,23,1
140,29,73,3,2,0,8,1,2,0,1,0,30,0.21428571428571427,20,0.14285714285714285,0,1,1,0,3,32,1
23,11,4,2,0,0,4,0,0,0,0,0,0,0.0,7,0.30434782608695654,0,1,1,0,2,5,0
46,25,13,3,0,0,3,0,0,0,0,0,0,0.0,7,0.15217391304347827,0,1,1,0,3,17,0
33,14,11,3,0,0,3,0,0,0,0,0,0,0.0,7,0.21212121212121213,0,1,1,0,3,6,0
32,23,1,2,0,0,3,0,0,0,0,0,3,0.09375,6,0.1875,0,1,1,0,3,13,1
38,13,17,1,0,0,5,0,0,0,1,0,2,0.05263157894736842,8,0.21052631578947367,0,1,0,0,3,9,1
46,22,16,2,1,0,3,0,0,0,0,0,0,0.0,7,0.15217391304347827,0,1,1,0,3,14,0
68,10,50,1,0,1,6,0,0,0,0,0,21,0.3088235294117647,9,0.1323529411764706,0,1,0,0,3,32,1
42,21,13,2,0,0,3,0,0,0,0,0,0,0.0,6,0.14285714285714285,0,1,1,0,3,12,1
37,14,16,3,0,0,4,0,0,0,0,0,11,0.2972972972972973,8,0.21621621621621623,1,0,2,0,3,9,1
120,14,99,8,1,4,4,0,0,0,0,0,0,0.0,20,0.16666666666666666,0,0,0,0,3,10,1
164,12,25,3,2,0,7,1,11,0,1,0,12,0.07317073170731707,26,0.15853658536585366,0,1,1,0,2,14,1
49,22,19,2,4,0,5,0,0,0,0,0,0,0.0,12,0.24489795918367346,0,1,1,0,3,12,1
38,25,6,2,0,0,3,0,0,0,0,0,2,0.05263157894736842,6,0.15789473684210525,0,0,1,0,7,12,1
41,27,6,2,0,0,4,0,0,0,0,0,0,0.0,7,0.17073170731707318,0,1,1,0,3,19,0
19,10,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.3157894736842105,0,1,1,0,3,5,0
28,19,1,3,0,0,3,0,0,0,0,0,0,0.0,7,0.25,0,1,2,0,2,9,0
29,20,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.20689655172413793,0,1,1,0,3,12,0
70,11,8,3,0,0,8,2,1,0,0,0,2,0.02857142857142857,17,0.24285714285714285,0,0,0,0,2,8,1
39,20,12,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15384615384615385,0,0,1,0,3,11,1
56,38,10,2,3,0,3,0,0,0,0,0,0,0.0,9,0.16071428571428573,0,1,0,0,3,10,1
33,17,9,1,0,0,4,0,0,0,0,0,0,0.0,6,0.18181818181818182,0,0,0,0,3,13,1
116,12,96,4,2,0,8,0,0,0,0,0,26,0.22413793103448276,17,0.14655172413793102,0,1,0,0,3,40,1
34,12,14,3,1,0,3,0,0,0,0,0,0,0.0,8,0.23529411764705882,0,1,1,0,2,5,0
48,13,27,2,2,0,4,0,0,0,0,0,0,0.0,9,0.1875,0,1,1,0,2,10,0
47,19,20,3,0,2,3,0,0,0,0,0,0,0.0,9,0.19148936170212766,0,1,1,0,3,11,0
25,6,11,1,0,0,3,0,0,0,0,0,0,0.0,5,0.2,0,1,0,0,2,10,0
48,26,14,2,0,0,3,0,0,0,0,0,3,0.0625,6,0.125,0,1,1,0,3,17,1
106,17,61,3,1,3,9,1,1,1,0,0,0,0.0,20,0.18867924528301888,0,0,0,1,2,14,1
31,22,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.1935483870967742,0,1,1,0,3,14,0
48,27,14,3,0,0,3,0,0,0,0,0,0,0.0,7,0.14583333333333334,0,0,1,0,3,15,1
99,36,13,3,1,0,3,1,1,0,0,0,31,0.31313131313131315,10,0.10101010101010101,0,0,1,0,3,32,1
20,11,1,2,0,0,3,0,0,0,0,0,0,0.0,6,0.3,0,1,1,0,2,5,0
32,14,11,1,0,0,4,0,0,0,0,0,0,0.0,6,0.1875,0,0,0,0,3,10,1
146,36,66,2,2,0,4,1,2,0,1,0,25,0.17123287671232876,15,0.10273972602739725,0,0,0,0,3,32,1
141,20,82,2,0,1,5,1,1,1,0,0,41,0.2907801418439716,12,0.0851063829787234,0,0,0,1,3,40,1
27,9,10,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,0,0,2,6,1
41,24,10,2,1,0,3,0,0,0,0,0,0,0.0,7,0.17073170731707318,0,0,0,0,3,10,1
33,15,10,2,2,0,3,0,0,0,0,0,0,0.0,8,0.24242424242424243,0,1,1,0,2,8,0
41,18,15,2,1,0,3,0,0,0,0,0,0,0.0,7,0.17073170731707318,0,1,1,0,3,10,0
80,15,58,3,1,0,6,0,0,0,0,0,35,0.4375,11,0.1375,1,0,2,0,3,32,1
38,24,6,2,0,0,3,0,0,0,0,0,0,0.0,6,0.15789473684210525,0,1,1,0,3,16,0
19,6,5,1,0,0,3,0,0,0,0,0,0,0.0,5,0.2631578947368421,0,1,0,0,2,5,1
28,10,10,1,1,0,3,0,0,0,0,0,0,0.0,6,0.21428571428571427,0,1,0,0,3,6,0
46,25,13,3,2,0,4,0,0,0,0,0,0,0.0,10,0.21739130434782608,0,1,2,0,2,11,0
27,13,6,2,0,0,3,0,0,0,0,0,0,0.0,6,0.2222222222222222,0,1,1,0,2,6,0
51,10,34,3,0,0,6,0,0,0,0,0,0,0.0,10,0.19607843137254902,0,0,0,0,4,7,1
43,17,18,2,0,0,4,0,0,0,0,0,0,0.0,7,0.16279069767441862,0,1,1,0,3,9,0
53,23,22,2,4,0,4,0,0,0,0,0,0,0.0,11,0.20754716981132076,0,1,1,0,3,7,0
34,17,9,2,1,0,4,0,0,0,0,0,0,0.0,8,0.23529411764705882,0,1,1,0,2,10,0
